	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
MSMA26ET	0.025110238	0.046214594	0.011233722	0	0.00132798	0.003596993	0.007315361	0	0.003391483	0.001034071	0.031386888	0.013250957	0	0.050898947	0.002282931	0	0.01158882	0.015550941	0.007386205	0	0.209476466	0.00622311	0	0	0	0	0.001348919	0.003704952	0	0.007375672	0.002723418	0	0.101431638	0	0	6.49508E-05	0	0	0.055366757	0.009496227	0.003390981	0	0.001911533	0.003986447	0.1530715	0.000422932	0.000862792	0	5.37913E-05	0	0	0	0.002804418	0	0	0	0	0.001325096	0	0.003924881	0.013473018	0	0.000208896	0	0	0	0.001331365	0.001172123	0.059786417	0.002247823	0	0.004818142	5.68006E-05	0	0	0	0	0	0	0	6.57031E-05	0.00121977	2.57044E-05	0	0	0	0.004809114	0.000438104	0	0	0	0	0	0	0.017148378	0	0	0	0	0.000699161	0	0.002818211	0.000629195	0.0042786	0	0	0.000208896	0	0	0	2.52029E-05	0	0	0	0	0	0	0	0.00926614	0	0	0.004204496	0	0	0	0	0	0	0.039403165	0	0.003637995	0	0	0.000331525	0	0	0.004345557	0	0.014383332	0	0.000339173	0.001555433	0	0	0	0	0	0	0.006535952	0	0
MSMA26EZ	0.021145106	0.140385899	0.015205293	0	0.002792025	0.000500734	0.002346952	0	0.120072211	0	0.006444991	0.030092708	6.8253E-05	0.023191533	0.002838479	0	0.007613758	0.002524092	0.002612028	0	0.006540545	0.003226834	0	0	0	0	0	0.009003368	4.09518E-05	0.000519887	0.000189098	0	0.420556543	6.55017E-05	0	0	7.40731E-06	0	0.008467714	0.000790042	0.010277001	0.002943875	0.000203701	0.000592479	0.007571536	0.000263065	0.006572291	0	0.000425391	0	0	0	0	0	8.04222E-05	0.000255129	0	0.000771206	2.89943E-05	0.00890993	0.052090606	0	0.000972156	0	0	0	0.004688719	0	0.019905864	0	0	0.000438301	0.011028843	0	0	0	0	0	0	0	4.63486E-05	0.000328038	0.000613113	0	0	0	0.000518406	0	0	0	0	0	0	0.000165077	0.003770107	0	0	0	0	0.001970132	0	0.0010839	0.000583378	0.000551104	0	0	0	0.002258382	0	0	0.001396383	0	0	0	0	0	0	0	0.000990886	0	0	0.000192378	0	0	0	0	0	0	0.029316951	0	5.84119E-05	0	0	0	0	0	0.000124443	0	0.000466343	0	0.000197034	0.000107723	0	0	0	0	0	0	0	0	0
MSMAPC55	0.035556751	0.042109186	0.064361358	0	0	0.078258602	0.034420639	0.001708024	0.150253958	0.042859487	0.01237793	0.012653736	0.000523827	0.010838882	0.013303785	0.006407954	0	0.040534755	0.017238218	0.015748842	0	0.123998743	0	0.026105404	0	0	0.007010826	0	0.010284889	0	0.005261182	0	0	0.005422673	0.002949605	0	0.000286807	0.006814972	0.0157358	0.009280102	0.005214912	0.000957609	0.008908127	0	0	0	0.007634225	0	0.002837899	0	0	0	0.004977324	0	0	0.000378213	0	0.003681194	0.001652568	0.002197943	0	0	0.000541972	0.000422328	0	0	0	0	0	0	0	0.063046289	0	0	0	0.001964778	0	0	0	0.003339725	0.009880593	0.000618976	0	0	0.001708478	0.000120892	0.003389624	0.001031324	0.012134445	0.006551301	0	0	1.21346E-05	0.003724289	0.003194904	0	0.003292661	0	0	0.001286944	0	0.001180228	0.000560685	0.001220714	0.000599697	0.00025097	0.000887751	0.000503641	0.000198122	0	0.004748015	0	0	0	0	0	0	0	0.009040133	0	0	0.008513357	0.000292137	0	0	0.007960724	0	0	0	0	0	0	5.04662E-05	0.005610475	0	0	0.001717891	0	0	0	0	0.001739778	0.007339026	0.000577582	0	0	0	0	0	0	0
MSMAPC57	0.279580823	0.113889071	0	0	0	9.98168E-06	0	0.021527906	0	0	0	0	0	0	0	0.266387284	0	0	0	0	0	0	0	0.015579721	0.022063889	0	0.003763542	0	0	0	0	0	0	0.023431491	0	0	0.002585143	0.039856964	0.003132678	0	0.00246783	0	0	0	0	0	0.007097536	0	0	0	0	0	0	0.002342443	0	0	0	0	0	0.004920744	0	0	0	0.011741821	0	0.000163632	0	0.050735538	0	0	0	0	0	0	0	0	0	0	0	0.087713628	0	0	0	0	0	0.008844891	0.001420427	0	0	0	0	0	0	0	0	0	0	0	0	0.002394145	0	0.000812554	0	0	0	0.000577479	0	0.013169875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013211708	0.000409922	0	0.000167333	0	0	0	0	0	0	0	0
MSMAPC59	0.147742407	0.232636669	0.000149274	0	0	6.03869E-05	0	0.032660543	0	0	0	0	0	0	1.81044E-05	0.137740727	0	0	0	0	0.000895525	0	0	0.052692753	0.019438736	0	0.022596958	0	0	0	0	0	0	0.010834365	0	0.000405889	0.00262607	0.01403008	0.0040708	0	0.006465368	0	0	0	0	0	0.024742386	0	0	0	0	0	0	0.001907385	0	0	0	0	0	0.013881741	0	0	0	0.029880177	0	0.000731884	0	0.060966223	0	0	0	0	0	0	0	0	0	0	0	0.131490509	0	0	0	0	0	0.009188267	0.000437425	0	0	0	0	0	0	0	0	0	0	0	0	0.00530365	1.22643E-05	0.00177493	0	0	0	0.003520076	0	0.004469797	0	0	0	0	0	0	0	8.90035E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025992874	0.000546752	0	0	0	0	0	0	0	0	0	0
MSMAPC5B	0.428550083	0.105098149	0	0	0	6.2536E-06	0	0.061326954	0	0	0	0	0	0	2.47911E-05	0.20964933	0	0	0	0	0	0	0	0.004457702	0.047960326	0	0.008627626	0	0	0	0	0	0	0.013908681	0	0	0.000868134	0.029393605	0.001265573	0	0.004144575	0	0	0	0	0	0.005961023	0	0	0	0	0	0	0.000174878	0	0	0	0	0	0.002785421	0	0	0	0.007801257	0	0.000348415	0	0.026541739	0	0	0	0	0	0	0	0	0	0	0	0.020245925	0	0	0	0	0	0.006177219	0.000499506	0	0	0	0	0	0	0	0	0	0	0	0	0.001204935	0	0.000385713	0	0	0	0.00014763	0	0.009310162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002940198	0.000194197	0	0	0	0	0	0	0	0	0	0
MSMAPC5D	0.2679063	0.140932319	0	0	0	2.13925E-05	0	0.013904377	0	0	0	0	0	0	3.74969E-05	0.139896107	0	0	0	0	0	0	0	0.025580574	0.051641637	0	0.031550152	0	0	0	0	0	0	0.027231639	0	0.000153233	0.001882176	0.013988745	0.005743274	0	0.012662413	0	0	0	0	0	0.010040154	0	0	0	0	0	0	0.000620141	0	0	0	0	0	0.015389831	0	0	0	0.041406307	0	1.53833E-05	0	0.023135824	0	0	0	0	0	0	0	0	0	0	0	0.124571895	0	0	0	0	0	0.019587681	0.005058235	0.002789673	0	0	0	0	0	0	0	0	0	0	0	0.003758583	0	0.003733465	0	0	0	0.003884294	6.15334E-05	0.005710104	0	0	0	0	0	0	0	4.0862E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005086838	0.000862669	0	0.001151467	0	0	0	0	0	0	0	0
MSMAPC5H	0.197783771	0.049810851	0.123128698	0	0.033951166	0.175906096	0.020967521	0	0.012520618	0.053947329	0.013747181	0.003787858	0.002815045	0.023972827	0.021347938	0	0	0.01571764	0.025124573	0	0	0	0.009402258	0.007739063	0	0	0	0.01402244	0	0.016417686	0.000865057	0	0	0.000104534	0	0	0	0.000671679	0.000385613	0.00068259	4.13565E-05	0.007927557	0.007084529	0.004956853	0	0.006647896	0	0	0	0	0	0	0.000617126	0	0.004407477	0.003469579	0	0	0	0	0.116820174	0	0	0	0	0	0	0	0	0.000313187	0	0	0	0	0	0.002304844	0	0	0	0	0.001349592	0.00023515	0.000794917	0	0	0.000535452	0.000174466	0	0	0	0	0	0	0	0	0	0	0	0	1.23654E-05	0	0	0.003212712	0.000136954	0	0	0	0.000499083	0	0	0	0	0	0	0	3.40827E-05	0	0.002375503	0	0	0.001811683	0.000478197	0	0	0	0	0	0	0	0	0	0	0	0.008721019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218213	0	0
MSMAPC5L	0.176109149	0.055551556	0.088891289	0	0.053100464	0.197680041	0.006306883	0	0.005793318	0.028322184	0.022225401	0.008053572	0.003696111	0.015493477	0.011795787	0.004749977	0	0.010732553	0.01133201	0	0	0	0.010790657	0.014996964	0	0	0	0.015721576	0	0.007554007	0.001041867	0	0	0.00032157	0	0	0	0.004331146	0.000608299	0.000457988	0.004345041	0.003666954	0.007498956	0.003500327	0	0.002999603	0.000830293	0	6.17878E-05	0	0	0	0.001750795	0	0.002662876	0.03276017	0	0.000290834	9.1787E-05	0.000190311	0.101663366	0	0	0	0	2.29468E-05	0	0	0	0.000256414	0	0	0	0	0	0.005098915	0	0	0	0	0.002327516	0.000611036	0.000696718	0	0	0.001177547	0.00044283	0.0001841	0	0	0	0	0	0	0	0	0	0	0	8.22083E-05	2.63151E-05	2.59993E-05	0.004774608	0.000167469	0	0	1.24207E-05	0.000499881	0	0	0	0	0	0	0	3.91568E-05	0	0.015354323	0	0	0.001199336	0.002716348	0	0	0	0	0	0	0	0	0	0	0	0.041630562	0	0	8.84187E-06	0	0	0	0.000107576	0	0	0	0	0	0.003543168	0	0.001022815	0	0
MSMAPC5Z	0.031958328	0.099688823	0.010127514	0	0.026900862	0.059597551	0.061272252	0	0	0.023887279	0.201579706	0.007929844	0.002397405	0.000168421	0.016518302	0.00034811	0.02653973	0.001913359	0.010687065	0	0.009543966	0	0	0	0	0.000245096	3.9947E-05	0.004176144	0.004526741	0.003172933	0.003521481	0.009800183	0	0.011376846	0	0	0.000302456	0.001283133	0.00542328	0.000322649	0	0.000331136	0.016477916	0.009247363	0.009182687	0.004312373	0.00183844	0	0.005285148	0	0	0	5.73598E-05	0	0.00596454	6.731E-05	0	0	0.004524253	0.001899897	0	0	0.007537837	0.004259696	0	0	0	0.000223147	0	0.002762196	0	0.00034211	0.003667661	0	0.007802248	0.001288986	0	0	0	0	0.000364937	0	0	0	0.003282824	0.001960622	0.001031598	0	0.060714311	0.001738792	0	0	0	5.53112E-05	0	0	0.026670253	0	0	0.005160186	0	0.007949013	0	0.001591734	0	0	0.01351101	5.53112E-05	0.002840041	0	0	0	0	0.00716017	0	0	0	0	0	0	0.004595807	0.009472706	0	0	0	0	0.076355827	0	0	0	0.010930405	0	0	0.002324242	0	0.001022087	0.004405144	0	0	0.000466195	0	0.002734979	0.004938795	0	0.026345994	0	0	0	0	0	0
MSMAPC66	0.056941612	0.061666173	0.016876119	0	0.033331764	0.004316486	0.007216063	0	0.015334517	0.011886846	0.016712276	0.012425327	0.002424627	0.005222917	0.011535335	0.00820971	0.035249118	0.001383611	0.009135925	0	0.000691039	0	0	0	0	0.000125111	7.5652E-05	0.019052753	0.116222725	0.004854967	0.003821195	0.004116837	0	0.000439562	0	0	0	0.002002202	0.00486054	0.0021053	0.000113966	0.034959049	0.004417773	0.011087275	0.019205171	0.008911895	0.020713615	0	2.04804E-05	0	0	0	0.014517949	0	0.011297373	0.000107836	0	0.00167354	0.015675578	0.010939593	0	0	0.011644703	0.001452575	0	0	0	0	0	0.020103801	0	0.012472557	0.01732822	0	0.024347142	0.002999889	0	0	0	0	0.000221105	0.00071138	0	0	0.001740554	0.001740136	0.005973586	4.87628E-06	0.046178958	0.007089976	0	0	0	0.000625	0.001148295	0	0.010097807	4.80662E-05	0	0.004781544	0	0.009197227	0	0.000598111	0	0	0.001017332	0	0.002777392	0.015929563	0.002659525	0.001414122	0	0.111820695	0	0	0	0	0	0	0.019940933	0.003747215	0	0	0	0.00106498	0.002410695	0	0	0	0.001956365	0	0	0.012696866	0	0.010255381	0	0	0	0	0	0.002281683	0	0	0.007031182	0	0	0	0.000613158	0	0
MSMAPC6A	0	0.207376941	0.197120064	0	0	0	0	0.051214898	0.054599453	0.101214749	0	0	5.72463E-05	0.013059391	0	0.001160248	0	0	0	0	0	0	0	0.026475028	0	0	0.002700791	0.00406204	7.53353E-05	0	0	0	0	0.004077256	0	0	0.000309854	0.020111007	0.013827215	0.011050344	0.004204304	0.021786046	0.008730805	0	0	0	0.005980642	0	0.001226433	0	0	0	0.000766015	0.0025664	0.010565985	0	0	0.055583387	0	0.004320074	0	0	0.041787774	0.005925736	0	0	0	0	0	0.00151841	0	0	0	0	0	0.000511173	0	0	0	0	0	0.007791668	0.000167483	0	0	0.001359972	0.008523527	0.00380507	0	0	0	0	0	0	0	0	0	0	0	7.0015E-05	0	0.000956694	0.008759854	0.000262077	0	0	0.000206427	0	0	0	0	0	0	0	0	0.074050744	0	0	0	0	0	0.004535971	0	0	0	0	0.004852954	0	0	0	0	0	0	0	0	0	0.002987129	0	0	0	8.08684E-06	0.00016727	0	0	0.006153658	0	0	0	0.001376358	0	0
MSMAPC6C	0	0.141278408	0.491676765	0	0	0	0.002403507	0.039582585	0.022677434	0.09696716	0	0	6.85314E-06	0.018845713	0	0.000348998	0	0	0	0	0	0	0	0.005999051	0	0	6.49514E-05	0.00214094	0.000411802	0	0	0	0	0.002423657	0	0	0	0.005643915	0.003528342	0.006442254	0.000823399	0.005097301	0.007254197	0	0	0	0.000230552	0	0.000765505	0	0	0	0.000972634	0.004205779	0.004668417	0	0	0.006223977	0	0.001448057	0	0	0.044262151	0.004904185	0	0	0	0	0	0.000786065	0	0	0	0	0	0	0	0	0	0	0	0.001711034	0.000381934	0	0	0.000399937	0.001406222	0.000902261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138188	0.004430194	0.002549775	0	0	0	3.59022E-05	0	0	0	0	0	0	0	0.051892248	0	0	0	0	0	0.000313403	0	0	0	0	0.005615991	0	0	0	0	0	0	0	0	0	0.006046	0	0	0	0.000287627	7.53845E-05	0	0	0.001579187	0	0	0	0.000150155	0	0
MSMAPC6E	6.21481E-05	0.121551579	0.349562577	0	0	1.29519E-05	0.000338315	0.059755935	0.024892231	0.083002443	0	0	1.995E-05	0.04187693	0	0.002710073	0	0	0	0	0	0	0	0.020768733	0	0	0.001115636	0.003114088	0.001354619	0	0	0	0	0.00417541	0	0	9.0872E-06	0.005090083	0.004164442	0.002192521	0.006595842	0.02051168	0.010781801	0	0	0	0.000342807	0	0.001790491	0	0	0	0.001238679	0.003013084	0.002523002	0	0	0.002510573	0	0.005560215	0	0	0.025189601	0.007147549	0	0	0	0	0	0.00195124	0	0	0	0	0	3.44687E-06	0	0	0	0	0	0.007407422	0.001157207	0	0	0.000695327	0.002831131	0.004178961	0	0	0	0	0	0	0	0	0	0	0	7.9069E-05	0	0.000330168	0.005164765	1.82788E-05	0	0	0.000309069	0.000746195	0	0	0	0	0	0	0	0.155595764	0	0	0	0	0	0.000154587	0	0	0	0	0.005393198	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244519	0.000193965	0	0	0.000426471	0	0	0	0.000144142	0	0
MSMAPC6G	0	0.22085145	0.25243576	0	0	0	0.000204078	0.032645326	0.093534132	0.064633803	0	0	0	0.023742113	0	0.00023998	0	0	0	0	1.90011E-05	0	0	0.040654334	0	0	0.001468857	0.002577533	0.000404692	0	0	0	0	0.001691516	0	0	4.67154E-05	0.008199544	0.007306283	0.009658323	0.005022269	0.029465322	0.007382287	0	0	0	0.00271306	0	0.001182266	0	0	0	0.002426784	0.003284458	0.003567899	0	0	0.010183634	0	0.005789451	0	0	0.029997352	0.011355928	0	0	0	0	0	0.003059909	0	0	0	0	0	2.60346E-05	0	0	0	0	0	0.009319453	0.000361021	0	0	0.001415633	0.004239655	0.002031016	0	0	0	0	0	0	0	0	0	0	0	0.000453296	0	0.000896935	0.007144301	0.00017143	0	0	0.000313255	0	0	0	0	0	0	0	0	0.080407219	0	0	0	0	0	0.001072564	0	0	0	0	0.006952086	0	0	0	0	0	0	0	0	0	4.47208E-05	0	0	0	0.002083715	0.00053098	0	0	0.003458302	0	0	0	0.003334322	0	0
MSMAPC6K	0.057197027	0.200657857	0.05213049	0	0.003209415	0.109000316	0	0	0.01483664	0.019858709	0.007426773	0.00231736	0.021481118	0	0.020509682	0.030001216	0.024308819	0.010936929	0.008812754	0	0	0	0.007856508	0	0	0.033375029	0.020022004	0.03027415	0.067294944	0.01529063	0	0	0	0.000140632	0.021116922	0	0	0.00081782	0.00313861	0.002216174	6.74983E-05	0.033155996	0.005231057	0.003287081	0.003294186	0.019209574	0.000751424	0	0.002905979	0	0.00024684	0	0.001845607	0	0.002448191	0.004362644	0	0	0.008743663	0.000570857	0	0	0.002163621	0.000207395	0	0	0	0.005635924	0	0.004081748	0	0	0	0	0	0.005747768	0	0	0	0	0.007400067	0.000104371	0.000676575	0	0.000168317	9.31011E-05	0.002209191	0	0.006643376	0.000279181	0	0	0	0	0.026629609	0	0	0	0	1.51902E-05	2.64603E-05	0.000695196	0.000579677	0	0	0	0	0.00144417	0.000941424	0.008510053	0.021660461	0	0	0	0	2.02127E-05	0	0.007364174	0.002244349	0	0.000354887	0.004850812	0	0	0	0.005547723	0	0	0.008416339	0	0	0	0.004144469	0	0	0	0	0.000318014	0	0	0	0.000477021	0	0	0	0	0	0	0	0	0
MSMAPC6M	0.053690848	0.139749008	0.04273482	0	0.002706055	0.083175512	0	0	0.042232957	0.029480174	0.004812059	0.001200223	0.013852026	0	0.008580947	0.083317758	0.021652932	0.00602709	0.004981734	0	0	0	0.0063293	0	0	0.02807957	0.016000388	0.021372447	0.097432913	0.013674948	0	0	0	0	0.017743134	0	0	0.00016397	0.002712245	0.001848458	0.00212251	0.040881992	0.005550229	0.002572185	0.015998446	0.018356292	0.000490212	0	0.00941597	0	0	0	0.001304965	0	0.002491474	0.005634702	0	0	0.005987645	0.000138604	0	0	0.003078295	0.00044579	0	0	0.000393237	0.004862185	0	0.009203937	0	0	0	0	0	0.008038426	0	0	0	0	0.006111077	0.000324785	0.000416904	0	4.19939E-05	0	0.003085942	0	0.004662168	0	0	0	0	0	0.030403796	0	0	0	0	0.000150013	5.3524E-05	0.000506475	0.000106077	0	0	0	0	0.002844659	6.67532E-06	0.007541296	0.026801306	0	0	0	0	1.00737E-05	0	0.011086379	0.000760987	0	0.000238006	0.003103783	0	0	0	0.006647895	0	0	0.007994975	0	0	0	0.006279417	0	0	0	0	5.70437E-05	0	0	0	0.000246137	0	0	0	0	0	0	0	0	0
MSMAPC6O	0.036954854	0.198395246	0.051941472	0	0.001845219	0.110526386	0	0	0.054792125	0.028148652	0.005237699	0.003401689	0.032393156	0	0.020747842	0.029701741	0.021859357	0.011321127	0.005061558	0	0	0	0.006155587	0	0	0.056265829	0.007865116	0.04491381	0.036305897	0.021265772	0	0	0	0	0.010798069	0	0	0	0.001230651	0.001705682	0.001091347	0.028473305	0.006989194	0.00325714	0.013258904	0.021073894	0.000483308	0	0.004127	0	0	0	0.001978927	0	0.008387708	0.012232488	0	0	0.002162528	9.83868E-05	0	0	0.003564773	0	0	0	0	0.001881939	0	0.010387852	0	0	0	0	0	0.007088863	0	0	0	0	0.005300997	9.61719E-05	0.000261238	0	0	0	0.001341278	0	0.006140199	3.19407E-05	0	0	0	0	0.01232423	0	0	0	0	0.000490885	0.000141052	0.000848878	0.000979555	0	0	0	0	0.002084891	0.000598481	0.00716545	0.004399779	0	0	0	0	9.90862E-06	0	0.005474806	0.00305477	0	0.00158468	0.002388911	0	0	0	0.011751278	0	0	0.00360161	0	0	0	0.003773087	0	0	0	0	0.000439477	0	0.000120419	0	0.000223935	0	0	0	0	0	0	0	0	0
MSMAPC7J	0.000102528	0.152707039	0.030388615	0	0	0.097444835	0.010160537	0	0.145637465	0.014936592	0	0.005499217	0	0.128692736	0	0	0.008441618	0.009173149	0.002528103	0	0	0.049171996	0.008802676	0	0.004742343	0	0	0	0.000379657	0.004254927	0.00011299	0.049975019	0	0	0	0	0.000645626	0.000920198	0.022704103	0.011710784	0.049463191	0.018698987	0.001951642	0.000808137	0.007157921	0.00597559	0.000285033	0	0.002349434	0	0	0	0.010827785	0	0	8.49753E-05	0	0.001996164	0	0.006192969	0	0	0	0.000733624	0	0	0	0.00307341	0	0.014088233	0	0	0	0	0	0.005746005	0	0	0	0	0	0.019172106	0.001665214	0	0.003116304	0.000518803	0.012638073	0.006990411	0	0.003228481	0.001371695	0	0.000172508	0.007536648	0	0	0	0	0	0.002911945	1.04621E-05	0.004994363	0.00418797	1.34845E-05	0	6.39349E-06	0.000827434	0	0.000167393	0	0	0	8.74165E-05	0	0	0	0	0	0.000288986	0	0.009151063	0.010158561	0	0	0	0	0	0	0	0	0.004629353	0	0	0	0	0	0.00178669	0	0	0.000830224	0.000861029	0.001044697	0	0.006523803	0	0	0.006542634	0	0	0	0
MSMAPC7P	0.320233451	0.086759357	0.014172906	0	0	3.17861E-05	0	0.001067829	0	0.020585554	0	0.056458078	0.014489735	0	0.003672641	0	0	0	0	0	0	0	0	0.031601209	0	0.020128164	0	0	0	0	0.006472609	0	0	0.002045769	0	4.13839E-05	0.000940478	0.00344343	0	0.000591656	0	0.006339995	0.003180679	0.001007043	0	0	0.002187258	0	0	0	0.345112199	0	0	0.001266905	0	0	0	0.00037421	0	0.000970716	0	0	0	0.012246335	0	0	0	0.018670955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004034054	0.001694264	0	0	0	0	0.000144895	0.000350473	0	0	0	0	0.000227354	0	0	0	0	0.00607941	0.000700946	0	0	0.000179365	0	0	0	0	0	0.011778934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000375242	0	0.000342733	0	0	0	0	0	0	0	0
MSMAPC7R	0.331684847	0.031092447	0.028986166	0	0	7.11763E-05	0	0.001301169	0	0.013398864	0	0.013537694	0.013723457	0	0.005462031	0	0	0	0	0	0	0	0	0.055892886	0	0.031998676	0	0	0	0	0.00820061	0	0	0.001551064	0	0	0.00080739	0.002198488	0	0.001033973	0	0.021988716	0.005599722	0.000416076	0	0	0.002079447	0	0	0	0.37646625	0	0	0.000818476	0	0	0	0.000413486	0	0.001162028	0	0	0	0.018728799	0	0	0	0.009439617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000305115	0.002056032	0	0	0	0	0.000323557	0.002345089	0	0	0	0	0	0	0.00012733	0	4.89013E-05	0.006104794	0.001539045	0	0	0.001147109	0	0	0	0	0	0.005306417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103128	0	0.001026203	0	0	0	0.000585573	0	0	0	0
MSMAPC7T	0.327103319	0.07514248	0.05098392	0	0	3.7417E-05	0	0.003405377	0	0.044335739	0	0.034244655	0.024982276	0	0.014646084	0	0	0	0	0	0	0	0	0.030032156	0	0.079496838	0	0	0	0	0.024282633	0	0	0.016278006	0	0	0.001044421	0.014091337	0	0.000805603	0	0.004482986	0.006789932	0.004140377	0	0	0.003704062	0	0	0	0.154360047	0	0	0.001432256	0	0	0	0.001793194	0	0.001115025	0	0	0	0.010367535	0	0	0	0.006881251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014410303	0.004659551	0	0	0	0	0.000491193	0.00183354	0	0	0	0	0.001271418	0	6.55068E-05	0	0	0.009550653	0.0122155	0	0	0.002389697	0	0	0	0	0	0.008188567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000964056	0	0.001774974	0	0	0	0.006206118	0	0	0	0
